Province,District,Candidate,Residence,Occupation,Number of Votes,Number of Votes Percent,Number Majority,Majority Percent
"Quebec/Québec","Sherbrooke","Réal Leblanc Conservative/conservateur","Victoriaville, QC/Qué.","Restaurant Manager/Directeur de restauration",2142,4.29,,
"Quebec/Québec","Sherbrooke","Jeffrey Champagne Green Party/Parti Vert","Sherbrooke, QC/Qué.","Student/Étudiant",1509,3.02,,
"Quebec/Québec","Sherbrooke","Philippe Dion N.D.P./N.P.D.","Sherbrooke, QC/Qué.","Student/Étudiant",1463,2.93,,
"Quebec/Québec","Terrebonne--Blainville","Diane Bourgeois ** Bloc Québécois/Bloc Québécois","Terrebonne, QC/Qué.","Teacher/Enseignante",31288,68.13,     22240,  48.4
"Quebec/Québec","Terrebonne--Blainville","Pierre Gingras Liberal/Libéral","Blainville, QC/Qué.","Mayor/Maire  ",9048,19.7,,
"Quebec/Québec","Terrebonne--Blainville","Patrick Légaré Conservative/conservateur","Montréal, QC/Qué.","Teacher/Enseignant",2582,5.62,,
"Quebec/Québec","Terrebonne--Blainville","Martin Drapeau Green Party/Parti Vert","Boisbriand, QC/Qué.","Financial Consultant/Conseiller financier",1554,3.38,,
"Quebec/Québec","Terrebonne--Blainville","Normand Beaudet N.D.P./N.P.D.","Blainville, QC/Qué.","Computer Consultant/Consultant en informatique",1451,3.16,,
"Quebec/Québec","Trois-Rivières","Paule Brunelle Bloc Québécois/Bloc Québécois","Champlain, QC/Qué.","Executive Director/Directrice générale",26240,56.51,     13537,  29.2
"Quebec/Québec","Trois-Rivières","Jean-Éric Guindon Liberal/Libéral","Cap-de-la-Madeleine, QC/Qué.","Lawyer/Avocat",12703,27.36,,
"Quebec/Québec","Trois-Rivières","Jean-Guy Mercier Conservative/conservateur","Trois-Rivières, QC/Qué.","Administrator/Administrateur",4381,9.43,,
"Quebec/Québec","Trois-Rivières","Marc Tessier N.D.P./N.P.D.","Montréal, QC/Qué.","Student/Étudiant",1635,3.52,,
"Quebec/Québec","Trois-Rivières","Linda Lavoie Green Party/Parti Vert","Cap-de-la-Madeleine, QC/Qué.","Unemployed/Sans emploi",1476,3.18,,
"Quebec/Québec","Vaudreuil-Soulanges","Meili Faille Bloc Québécois/Bloc Québécois","Rigaud, QC/Qué.","Consultant/Project Manager/Conseillère/chargée de projet",24675,44.29,      3062,   5.5
"Quebec/Québec","Vaudreuil-Soulanges","Nick Discepola ** Liberal/Libéral","Kirkland, QC/Qué.","Parliamentarian/Parlementaire",21613,38.8,,
"Quebec/Québec","Vaudreuil-Soulanges","Robert Ramage Conservative/conservateur","Saint-Lazare, QC/Qué.","Senior Director/Directeur principal",4558,8.18,,
"Quebec/Québec","Vaudreuil-Soulanges","Bert Markgraf N.D.P./N.P.D.","Hudson, QC/Qué.","Engineer/Ingénieur",2175,3.9,,
"Quebec/Québec","Vaudreuil-Soulanges","Julie C. Baribeau Green Party/Parti Vert","Ottawa, Ont/Ont.","Political Organizer/Organisatrice politique",2103,3.77,,
"Quebec/Québec","Vaudreuil-Soulanges","Charles Soucy Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Cook/Cuisinier",585,1.05,,
"Quebec/Québec","Verchères--Les Patriotes","Stéphane Bergeron ** Bloc Québécois/Bloc Québécois","Varennes, QC/Qué.","Parliamentarian/Parlementaire",33333,67.62,     23375,  47.4
"Quebec/Québec","Verchères--Les Patriotes","Nathalie Tousignant Liberal/Libéral","Boucherville, QC/Qué.","Marketing Analyst/Analyste en marketing",9958,20.2,,
"Quebec/Québec","Verchères--Les Patriotes","Francis-Pierre Rémillard Conservative/conservateur","Brossard, QC/Qué.","Trainee Notary/Notaire stagiaire",2750,5.58,,
"Quebec/Québec","Verchères--Les Patriotes","Simon Vallée N.D.P./N.P.D.","Boucherville, QC/Qué.","Student/Étudiant",1815,3.68,,
"Quebec/Québec","Verchères--Les Patriotes","Philippe Morlighem Green Party/Parti Vert","Montréal, QC/Qué.","Educator/Éducateur ",975,1.98,,
"Quebec/Québec","Verchères--Les Patriotes","Sébastien Drouin Marijuana Party/Parti Marijuana","Verchères, QC/Qué.","Freelance Photographer/Photographe pigiste",463,.94,,
"Quebec/Québec","Westmount--Ville-Marie","Lucienne Robillard ** Liberal/Libéral","Chambly, QC/Qué.","Parliamentarian/Parlementaire",22337,55.84,     16415,  41.0
"Quebec/Québec","Westmount--Ville-Marie","Louis La Rochelle Bloc Québécois/Bloc Québécois","Montréal, QC/Qué.","Administrator/Administrateur",5922,14.81,,
"Quebec/Québec","Westmount--Ville-Marie","Eric Wilson Steedman N.D.P./N.P.D.","Montréal, QC/Qué.","Consultant/Consultant",4795,11.99,,
"Quebec/Québec","Westmount--Ville-Marie","Robert Gervais Conservative/conservateur","Montréal, QC/Qué.","President /Président ",4027,10.07,,
"Quebec/Québec","Westmount--Ville-Marie","Brian Sarwer-Foner Green Party/Parti Vert","Montréal, QC/Qué.","Student/Environmental Consultant/Étudiant/consultant en environnement",2419,6.05,,
"Quebec/Québec","Westmount--Ville-Marie","David John Proctor Marijuana Party/Parti Marijuana","Montréal, QC/Qué.","Computer Technician/Car Jockey/Technicien en informatique/garde-voitures",396,.99,,
"Quebec/Québec","Westmount--Ville-Marie","Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste","Montréal, QC/Qué.","Journalist/Distributor/Journaliste/distributeur",103,.26,,
"Ontario","Ajax--Pickering","Mark Holland Liberal/Libéral","Pickering, Ont/Ont.","Regional Councillor/Conseiller régional",21706,49.77,      7040,  16.1
"Ontario","Ajax--Pickering","René Soetens Conservative/conservateur","Ajax, Ont/Ont.","Business Owner/Propriétaire d'entreprise",14666,33.63,,
"Ontario","Ajax--Pickering","Kevin Modeste N.D.P./N.P.D.","Pickering, Ont/Ont.","Constituency Assistant/Adjoint de circonscription",5286,12.12,,
"Ontario","Ajax--Pickering","Karen MacDonald Green Party/Parti Vert","Ajax, Ont/Ont.","Administrative Assistant/Adjointe administrative",1951,4.47,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Brent St. Denis ** Liberal/Libéral","Elliot Lake, Ont/Ont.","Parliamentarian/Parlementaire",14276,40.94,      3225,   9.2
"Ontario","Algoma--Manitoulin--Kapuskasing","Carol Hughes N.D.P./N.P.D.","Elliot Lake, Ont/Ont.","Secretary/Secrétaire",11051,31.69,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Blaine Armstrong Conservative/conservateur","Gore Bay, Ont/Ont.","Lawyer/Avocat",8093,23.21,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Lindsay Killen Green Party/Parti Vert","Elliot Lake, Ont/Ont.","Teacher/Enseignant",1449,4.16,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Russ Powers Liberal/Libéral","Dundas, Ont/Ont.","Laboratory Technologist/Technologue de laboratoire",21935,39.69,      2800,   5.1
"Ontario","Ancaster--Dundas--Flamborough--Westdale","David Sweet Conservative/conservateur","Ancaster, Ont/Ont.","Professional Speaker/Conférencier",19135,34.63,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Gordon Guyatt N.D.P./N.P.D.","Dundas, Ont/Ont.","Physician/Médecin",11557,20.91,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","David Januczkowski Green Party/Parti Vert","Freelton, Ont/Ont.","Accountant/Comptable",2636,4.77,,
"Ontario","Barrie","Aileen Carroll ** Liberal/Libéral","Barrie, Ont/Ont.","Parliamentarian/Parlementaire",21233,42.66,      1295,   2.6
"Ontario","Barrie","Patrick Brown Conservative/conservateur","Barrie, Ont/Ont.","City Councillor/Conseiller municipal",19938,40.06,,
"Ontario","Barrie","Peter Bursztyn N.D.P./N.P.D.","Barrie, Ont/Ont.","Chemist/Chimiste",5312,10.67,,
"Ontario","Barrie","Erich Jacoby-Hawkins Green Party/Parti Vert","Barrie, Ont/Ont.","Teacher/Enseignant",3288,6.61,,
"Ontario","Beaches--East York","Maria Minna ** Liberal/Libéral","Toronto, Ont/Ont.","Parliamentarian/Parlementaire",22494,47.93,      7338,  15.6
"Ontario","Beaches--East York","Peter Tabuns N.D.P./N.P.D.","Toronto, Ont/Ont.","Executive Director/Directeur général",15156,32.29,,
"Ontario","Beaches--East York","Nick Nikopoulos Conservative/conservateur","Pickering, Ont/Ont.","Business Consultant/Conseiller en affaires",6603,14.07,,
"Ontario","Beaches--East York","Peter Davison Green Party/Parti Vert","Toronto, Ont/Ont.","Insurance Analyst/Analyste en assurance",2127,4.53,,
"Ontario","Beaches--East York","Daniel Dufresne Marijuana Party/Parti Marijuana","Toronto, Ont/Ont.","Sales /Ventes",365,.78,,
"Ontario","Beaches--East York","Edward Slota Independent/Indépendant","Toronto, Ont/Ont.","Business Person/Homme d'affaires",80,.17,,
"Ontario","Beaches--East York","Miguel Figueroa Communist/Communiste","Toronto, Ont/Ont.","Political Organizer/Organisateur politique",62,.13,,
"Ontario","Beaches--East York","Roger Carter Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont/Ont.","Postal Worker/Employé des postes",46,.1,,
"Ontario","Bramalea--Gore--Malton","Gurbax S. Malhi ** Liberal/Libéral","Brampton, Ont/Ont.","Parliamentarian/Parlementaire",20394,49.54,      7800,  18.9
"Ontario","Bramalea--Gore--Malton","Raminder Gill Conservative/conservateur","Mississauga, Ont/Ont.","Professional Engineer/Ingénieur",12594,30.59,,
"Ontario","Bramalea--Gore--Malton","Fernando Miranda N.D.P./N.P.D.","Brampton, Ont/Ont.","Engineer/Ingénieur",6113,14.85,,
"Ontario","Bramalea--Gore--Malton","Sharleen McDowall Green Party/Parti Vert","Brampton, Ont/Ont.","Psychotherapist/Psychothérapeute",1832,4.45,,
"Ontario","Bramalea--Gore--Malton","Frank Chilelli Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont/Ont.","Teacher/Enseignant",237,.58,,
"Ontario","Brampton--Springdale","Ruby Dhalla Liberal/Libéral","Mississauga, Ont/Ont.","Doctor of Chiropractic/Chiropraticienne",19385,47.73,      8203,  20.2
"Ontario","Brampton--Springdale","Sam Hundal Conservative/conservateur","Brampton, Ont/Ont.","Real Estate Agent/Agent immobilier",11182,27.53,,
"Ontario","Brampton--Springdale","Kathy Pounder N.D.P./N.P.D.","Brampton, Ont/Ont.","Urban Planner/Urbaniste",8038,19.79,,
"Ontario","Brampton--Springdale","Nick Hudson Green Party/Parti Vert","Brampton, Ont/Ont.","Materiel Scheduler/Planificateur matériel",1927,4.74,,
"Ontario","Brampton--Springdale","Gurdev Singh Mattu Communist/Communiste","Brampton, Ont/Ont.","Retired/Retraité",86,.21,,
"Ontario","Brampton West/Brampton-Ouest","Colleen Beaumier ** Liberal/Libéral","Brampton, Ont/Ont.","Parliamentarian/Parlementaire",21254,45.3,      2486,   5.3
"Ontario","Brampton West/Brampton-Ouest","Tony Clement Conservative/conservateur","Brampton, Ont/Ont.","Lawyer/Avocat",18768,40,,
"Ontario","Brampton West/Brampton-Ouest","Chris Moise N.D.P./N.P.D.","Toronto, Ont/Ont.","Counsellor/Conseiller",4920,10.49,,
"Ontario","Brampton West/Brampton-Ouest","Sanjeev Goel Green Party/Parti Vert","Brampton, Ont/Ont.","Medical Doctor/Médecin",1603,3.42,,
"Ontario","Brampton West/Brampton-Ouest","Tom Bose Independent/Indépendant","Brampton, Ont/Ont.","Personal Support Worker/Agent de soutien personnel",371,.79,,
"Ontario","Brant","Lloyd St. Amand Liberal/Libéral","Brantford, Ont/Ont.","Lawyer/Avocat",20455,38.05,      2663,   5.0
"Ontario","Brant","Greg Martin Conservative/conservateur","Brantford, Ont/Ont.","Firefighter/Pompier",17792,33.1,,
"Ontario","Brant","Lynn Bowering N.D.P./N.P.D.","Brantford, Ont/Ont.","Professional Planner/Planificatrice professionnelle",11826,22,,
"Ontario","Brant","Helen-Anne Embry Green Party/Parti Vert","Brantford, Ont/Ont.","Business Owner/Propriétaire d'entreprise",2738,5.09,,
"Ontario","Brant","Barra L. Gots Christian Heritage Party/Parti de l'Héritage Chrétien","Guelph, Ont/Ont.","Biologist/Biologiste",570,1.06,,
"Ontario","Brant","John C. Turmel Independent/Indépendant","Brantford, Ont/Ont.","Banking Systems Engineer/Ingénieur en systèmes bancaires",373,.69,,
"Ontario","Burlington","Paddy Torsney ** Liberal/Libéral","Burlington, Ont/Ont.","Parliamentarian/Parlementaire",27423,44.96,      4034,   6.6
"Ontario","Burlington","Mike Wallace Conservative/conservateur","Burlington, Ont/Ont.","Municipal Councillor/Conseiller municipal",23389,38.35,,
"Ontario","Burlington","David Carter Laird N.D.P./N.P.D.","Burlington, Ont/Ont.","Child Protection Worker/Travailleur à la protection de l'enfance",6581,10.79,,
"Ontario","Burlington","Angela Reid Green Party/Parti Vert","Kelowna, BC/C.-B.","Regional Business Manager/Gestionnaire d'entreprise régionale",3169,5.2,,
"Ontario","Burlington","John Herman Wubs Christian Heritage Party/Parti de l'Héritage Chrétien","Brantford, Ont/Ont.","Building Maintenance Technician/Technicien de l'entretien des bâtiments",429,.7,,
"Ontario","Cambridge","Gary Goodyear Conservative/conservateur","Cambridge, Ont/Ont.","Chiropractor/Chiropraticien",19123,37.09,       224,   0.4
"Ontario","Cambridge","Janko Peric ** Liberal/Libéral","Cambridge, Ont/Ont.","Parliamentarian/Parlementaire",18899,36.65,,
"Ontario","Cambridge","Gary Price N.D.P./N.P.D.","Cambridge, Ont/Ont.","Telephone Technician/Technicien du téléphone",10392,20.15,,
"Ontario","Cambridge","Gareth M. White Green Party/Parti Vert","Cambridge, Ont/Ont.","Engineer/Ingénieur",2506,4.86,,
"Ontario","Cambridge","John G. Gots Christian Heritage Party/Parti de l'Héritage Chrétien","Guelph, Ont/Ont.","Engineer/Ingénieur",395,.77,,
"Ontario","Cambridge","John Oprea Independent/Indépendant","Cambridge, Ont/Ont.","Production Manager/Responsable de la production",134,.26,,
"Ontario","Cambridge","Alex W. Gryc Independent/Indépendant","Cambridge, Ont/Ont.","Technician/Technicien",114,.22,,
"Ontario","Carleton--Lanark","Gordon O'Connor Conservative/conservateur","Kanata, Ont/Ont.","Consultant/Consultant",32664,50.04,     10479,  16.1
"Ontario","Carleton--Lanark","Dan Wicklum Liberal/Libéral","Almonte, Ont/Ont.","Biologist/Biologiste",22185,33.99,,
"Ontario","Carleton--Lanark","Rick Prashaw N.D.P./N.P.D.","Kanata, Ont/Ont.","Executive Director/Directeur général",6758,10.35,,
"Ontario","Carleton--Lanark","Stuart Langstaff Green Party/Parti Vert","Pakenham, Ont/Ont.","Engineer/Ingénieur",3665,5.61,,
"Ontario","Chatham-Kent--Essex","Jerry Pickard ** Liberal/Libéral","Chatham, Ont/Ont.","Parliamentarian/Parlementaire",17435,39.63,       407,   0.9
"Ontario","Chatham-Kent--Essex","Dave Van Kesteren Conservative/conservateur","Chatham, Ont/Ont.","Car Dealer/Concessionnaire d'automobiles",17028,38.7,,
"Ontario","Chatham-Kent--Essex","Kathleen Kevany N.D.P./N.P.D.","Chatham, Ont/Ont.","University Lecturer/Director/Chargée de cours universitaires/directrice",7538,17.13,,
"Ontario","Chatham-Kent--Essex","Rod Hetherington Green Party/Parti Vert","Erieau, Ont/Ont.","Hotel Manager/Gérant d'hôtel",1845,4.19,,
"Ontario","Chatham-Kent--Essex","Margaret Mondaca Marxist-Leninist/Marxiste-Léniniste","Windsor, Ont/Ont.","Service Sector Worker/Employée du secteur des services",150,.34,,
"Ontario","Clarington--Scugog--Uxbridge","Bev Oda Conservative/conservateur","Orono, Ont/Ont.","Communications Consultant/Conseillère en communications",20813,40.74,      1265,   2.5
"Ontario","Clarington--Scugog--Uxbridge","Tim Lang Liberal/Libéral","Uxbridge, Ont/Ont.","Vice-President/Vice-président",19548,38.27,,
"Ontario","Clarington--Scugog--Uxbridge","Bruce Rogers N.D.P./N.P.D.","Blackstock, Ont/Ont.","Retired/Retraité",7721,15.11,,
"Ontario","Clarington--Scugog--Uxbridge","Virginia Ervin Green Party/Parti Vert","Hampton, Ont/Ont.","Environmental Clerk/Student/Agente environnementale/étudiante",2085,4.08,,
"Ontario","Clarington--Scugog--Uxbridge","Durk Bruinsma Christian Heritage Party/Parti de l'Héritage Chrétien","Bowmanville, Ont/Ont.","Custodian/Consignataire",915,1.79,,
"Ontario","Davenport","Mario Silva Liberal/Libéral","Toronto, Ont/Ont.","Instructor/Instructeur",16773,50.69,      5481,  16.6
"Ontario","Davenport","Rui Pires N.D.P./N.P.D.","Toronto, Ont/Ont.","Social Service Worker/Travailleur social",11292,34.13,,
"Ontario","Davenport","Theresa Rodrigues Conservative/conservateur","Oakville, Ont/Ont.","Office Manager/Directrice de bureau",3077,9.3,,
"Ontario","Davenport","Mark O'Brien Green Party/Parti Vert","Toronto, Ont/Ont.","Teacher/Enseignant",1384,4.18,,
"Ontario","Davenport","Elmer Gale Marijuana Party/Parti Marijuana","Toronto, Ont/Ont.","Door Attendant/Portier",251,.76,,
"Ontario","Davenport","Johan Boyden Communist/Communiste","Toronto, Ont/Ont.","Grocery Clerk/Commis d'épicerie",137,.41,,
"Ontario","Davenport","John Riddell Canadian Action/Action canadienne","Toronto, Ont/Ont.","Superintendent/Surintendant",97,.29,,
"Ontario","Davenport","Sarah Thompson Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont/Ont.","Adult Educator/Éducatrice auprès des adultes",79,.24,,
"Ontario","Don Valley East/Don Valley-Est","Yasmin Ratansi Liberal/Libéral","Toronto, Ont/Ont.","Certified General Accountant/Comptable générale licenciée",21864,54.62,     10658,  26.6
"Ontario","Don Valley East/Don Valley-Est","David Johnson Conservative/conservateur","Toronto, Ont/Ont.","/",11206,27.99,,
"Ontario","Don Valley East/Don Valley-Est","Valerie Mah N.D.P./N.P.D.","Toronto, Ont/Ont.","Retired/Retraitée",5287,13.21,,
"Ontario","Don Valley East/Don Valley-Est","Dan King Green Party/Parti Vert","Toronto, Ont/Ont.","Systems Analyst/Analyste de systèmes",1172,2.93,,
"Ontario","Don Valley East/Don Valley-Est","Ryan Kidd Christian Heritage Party/Parti de l'Héritage Chrétien","North York, Ont/Ont.","Software Engineer/Ingénieur en logiciel",351,.88,,
"Ontario","Don Valley East/Don Valley-Est","Christopher Black Communist/Communiste","Richmond Hill, Ont/Ont.","Lawyer/Avocat",149,.37,,
"Ontario","Don Valley West/Don Valley-Ouest","John Godfrey ** Liberal/Libéral","Ottawa, Ont/Ont.","Parliamentarian/Parlementaire",30615,59.79,     16120,  31.5
"Ontario","Don Valley West/Don Valley-Ouest","David Turnbull Conservative/conservateur","Toronto, Ont/Ont.","Real Estate Broker/Courtier en immeubles",14495,28.31,,
"Ontario","Don Valley West/Don Valley-Ouest","David Thomas N.D.P./N.P.D.","North York, Ont/Ont.","Business Person/Homme d'affaires",4393,8.58,,
"Ontario","Don Valley West/Don Valley-Ouest","Serge Abbat Green Party/Parti Vert","Toronto, Ont/Ont.","Property Manager/Computer Consultant/Gestionnaire immobilier/conseiller en informatique",1703,3.33,,
"Ontario","Dufferin--Caledon","David Tilson Conservative/conservateur","Orangeville, Ont/Ont.","Lawyer/Avocat",19270,42.81,      1713,   3.8
"Ontario","Dufferin--Caledon","Murray Calder ** Liberal/Libéral","Holstein, Ont/Ont.","Parliamentarian/Parlementaire",17557,39,,
"Ontario","Dufferin--Caledon","Ted Alexander Green Party/Parti Vert","Caledon East, Ont/Ont.","Computer System Administrator/Administrateur de système informatique",3947,8.77,,
"Ontario","Dufferin--Caledon","Rita Landry N.D.P./N.P.D.","Milton, Ont/Ont.","Unemployed/Sans emploi",3798,8.44,,
"Ontario","Dufferin--Caledon","Ursula Ellis Christian Heritage Party/Parti de l'Héritage Chrétien","Fergus, Ont/Ont.","Travel Consultant/Conseillère en voyages",443,.98,,
"Ontario","Eglinton--Lawrence","Joseph Volpe ** Liberal/Libéral","Etobicoke, Ont/Ont.","Parliamentarian/Parlementaire",28360,60.24,     16568,  35.2
"Ontario","Eglinton--Lawrence","Bernie Tanz Conservative/conservateur","Toronto, Ont/Ont.","Real Estate/Immobilier",11792,25.05,,
"Ontario","Eglinton--Lawrence","Max Silverman N.D.P./N.P.D.","Toronto, Ont/Ont.","Student/Tutor/Étudiant/tuteur",4886,10.38,,
"Ontario","Eglinton--Lawrence","Shel Goldstein Green Party/Parti Vert","Toronto, Ont/Ont.","Performer/Artiste de spectacle",1924,4.09,,
"Ontario","Eglinton--Lawrence","Corrinne Prévost Canadian Action/Action canadienne","Toronto, Ont/Ont.","Student/Étudiante",115,.24,,
"Ontario","Elgin--Middlesex--London","Joe Preston Conservative/conservateur","St. Thomas, Ont/Ont.","Restaurant Owner/Propriétaire de restaurant",20333,43.84,      4473,   9.6
