Province,Electoral District/Circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"Quebec/Québec","Shefford","Paula Maundcote N.D.P./N.P.D.","Granby, Que./Qc","Informal Caregiver and Advocate/Aide naturelle-Militante",2431,4.73,,
"Quebec/Québec","Shefford","Francine Brière Green Party/Parti Vert","Marieville, Que./Qc","Homemaker/Femme au foyer",2061,4.01,,
"Quebec/Québec","Sherbrooke","Serge Cardin ** Bloc Québécois/Bloc Québécois","Sherbrooke, Que./Qc","Parliamentarian/Parlementaire",27112,52.2,     16349,  31.5
"Quebec/Québec","Sherbrooke","Marc Nadeau Conservative/Conservateur","Sherbrooke, Que./Qc","Student/Researcher/Étudiant-Recherchiste",10763,20.72,,
"Quebec/Québec","Sherbrooke","Robert Pouliot Liberal/Libéral","Ascot, Que./Qc","Storekeeper/Commerçant",6863,13.21,,
"Quebec/Québec","Sherbrooke","Martin Plaisance N.D.P./N.P.D.","Sherbrooke, Que./Qc","Medical Doctor/Médecin",4646,8.95,,
"Quebec/Québec","Sherbrooke","Michel Quirion Green Party/Parti Vert","Ascot, Que./Qc","Video Production Director/Directeur production vidéo",2238,4.31,,
"Quebec/Québec","Sherbrooke","Claudia Laroche-Martel Independent/Indépendant","Sherbrooke, Que./Qc","Stay-at-home Mother/Maman à la maison",315,.61,,
"Quebec/Québec","Terrebonne--Blainville","Diane Bourgeois ** Bloc Québécois/Bloc Québécois","Terrebonne, Que./Qc","Parliamentarian/Parlementaire",30197,59.17,     19985,  39.2
"Quebec/Québec","Terrebonne--Blainville","Daniel Lebel Conservative/Conservateur","Laval, Que./Qc","Businessman/Homme d'affaires",10212,20.01,,
"Quebec/Québec","Terrebonne--Blainville","Maxime Thériault Liberal/Libéral","Lachenaie, Que./Qc","Student/Étudiant",4576,8.97,,
"Quebec/Québec","Terrebonne--Blainville","Michel Le Clair N.D.P./N.P.D.","Terrebonne, Que./Qc","Network Coordinator/Coordonnateur réseau",3829,7.5,,
"Quebec/Québec","Terrebonne--Blainville","Martin Drapeau Green Party/Parti Vert","Boisbriand, Que./Qc","Financial Planner/Planificateur financier",2216,4.34,,
"Quebec/Québec","Trois-Rivières","Paule Brunelle ** Bloc Québécois/Bloc Québécois","Champlain, Que./Qc","Parliamentarian/Parlementaire",22331,45.87,      6908,  14.2
"Quebec/Québec","Trois-Rivières","Luc Ménard Conservative/Conservateur","Shawinigan, Que./Qc","Professor/Professeur",15423,31.68,,
"Quebec/Québec","Trois-Rivières","Martine Girard Liberal/Libéral","Montréal, Que./Qc","Student/Étudiante",5268,10.82,,
"Quebec/Québec","Trois-Rivières","Geneviève Boivin N.D.P./N.P.D.","Trois-Rivières, Que./Qc","Sexologist/Sexologue",3774,7.75,,
"Quebec/Québec","Trois-Rivières","Linda Lavoie Green Party/Parti Vert","Trois-Rivières, Que./Qc","Research Officer/Recherchiste",1513,3.11,,
"Quebec/Québec","Trois-Rivières","Paul Giroux Marijuana Party/Parti Marijuana","Montauban, Que./Qc","Driver/Chauffeur",371,.76,,
"Quebec/Québec","Vaudreuil-Soulanges","Meili Faille ** Bloc Québécois/Bloc Québécois","Rigaud, Que./Qc","Parliamentarian/Parlementaire",26925,43.08,      9151,  14.6
"Quebec/Québec","Vaudreuil-Soulanges","Marc Garneau Liberal/Libéral","Westmount, Que./Qc","Engineer/Ingénieur",17774,28.44,,
"Quebec/Québec","Vaudreuil-Soulanges","Stéphane Bourgon Conservative/Conservateur","Repentigny, Que./Qc","Lawyer/Avocat",11888,19.02,,
"Quebec/Québec","Vaudreuil-Soulanges","Bert Markgraf N.D.P./N.P.D.","Hudson, Que./Qc","Engineer/Ingénieur",3468,5.55,,
"Quebec/Québec","Vaudreuil-Soulanges","Pierre Pariseau-Legault Green Party/Parti Vert","Vaudreuil-Dorion, Que./Qc","Student/Étudiant",2450,3.92,,
"Quebec/Québec","Verchères--Les Patriotes","Luc Malo Bloc Québécois/Bloc Québécois","Contrecoeur, Que./Qc","Corporate Advisor/Conseiller aux entreprises",30250,57.43,     18771,  35.6
"Quebec/Québec","Verchères--Les Patriotes","Jean-Félix Racicot Conservative/Conservateur","Varennes, Que./Qc","Lawyer/Avocat",11479,21.79,,
"Quebec/Québec","Verchères--Les Patriotes","Alanna Woods Liberal/Libéral","Saint-Lambert, Que./Qc","Communications Officer/Agente de communication",4602,8.74,,
"Quebec/Québec","Verchères--Les Patriotes","Simon Vallée N.D.P./N.P.D.","Boucherville, Que./Qc","Student/Étudiant",4293,8.15,,
"Quebec/Québec","Verchères--Les Patriotes","Carl Danis Green Party/Parti Vert","Boucherville, Que./Qc","Cook/Cuisinier",2047,3.89,,
"Quebec/Québec","Westmount--Ville-Marie","Lucienne Robillard ** Liberal/Libéral","Chambly, Que./Qc","Parliamentarian/Parlementaire",18884,45.68,     11589,  28.0
"Quebec/Québec","Westmount--Ville-Marie","Louise O'Sullivan Conservative/Conservateur","Montréal, Que./Qc","Business Executive/Femme d'affaires",7295,17.65,,
"Quebec/Québec","Westmount--Ville-Marie","Eric Wilson Steedman N.D.P./N.P.D.","Montréal, Que./Qc","Consultant/Consultant",6356,15.37,,
"Quebec/Québec","Westmount--Ville-Marie","Sophie Fréchette Bloc Québécois/Bloc Québécois","Montréal, Que./Qc","Student/Étudiante",5191,12.56,,
"Quebec/Québec","Westmount--Ville-Marie","Julie Sabourin Green Party/Parti Vert","Montréal, Que./Qc","Communications Officer/Agente de communication",3451,8.35,,
"Quebec/Québec","Westmount--Ville-Marie","Serge Lachapelle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./Qc","Journalist/Distributor/Journaliste-Distributeur",94,.23,,
"Quebec/Québec","Westmount--Ville-Marie","Bill Sloan Communist/Communiste","Montréal, Que./Qc","Lawyer/Avocat",69,.17,,
"Ontario","Ajax--Pickering","Mark Holland ** Liberal/Libéral","Pickering, Ont.","Parliamentarian/Parlementaire",25636,49.38,      8644,  16.6
"Ontario","Ajax--Pickering","Rondo Thomas Conservative/Conservateur","Ajax, Ont.","Educator/Éducateur",16992,32.73,,
"Ontario","Ajax--Pickering","Kevin Modeste N.D.P./N.P.D.","Pickering, Ont.","Constituency Assistant/Adjoint de circonscription",6655,12.82,,
"Ontario","Ajax--Pickering","Russell Korus Green Party/Parti Vert","Concord, Ont.","IT Consultant/Consultant en technologie de l'information",2199,4.24,,
"Ontario","Ajax--Pickering","Kevin Norng Christian Heritage Party/Parti de l'Héritage Chrétien","Claremont, Ont.","Contractor/Entrepreneur",435,.84,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Brent St. Denis ** Liberal/Libéral","Elliot Lake, Ont.","Parliamentarian/Parlementaire",14652,38.18,      1408,   3.7
"Ontario","Algoma--Manitoulin--Kapuskasing","Carol Hughes N.D.P./N.P.D.","Elliot Lake, Ont.","Canadian Labour Congress Representative/Représentante du Congrès du travail du Canada ",13244,34.51,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Ian West Conservative/Conservateur","Belle River, Ont.","Student/Étudiant",8957,23.34,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Sarah Hutchinson Green Party/Parti Vert","Sandfield, Ont.","Resort Operator/Opératrice de centre de villégiature",1025,2.67,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Will Morin FPNP/FPNP","Cutler, Ont.","Teacher/Enseignant",338,.88,,
"Ontario","Algoma--Manitoulin--Kapuskasing","Donald Milton Polmateer Independent/Indépendant","Elliot Lake, Ont.","Heavy Duty Equipment Mechanic/Mécanicien d'équipement lourd",164,.43,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","David Sweet Conservative/Conservateur","Ancaster, Ont.","Professional Trainer/Formateur professionnel",24530,39.1,      2874,   4.6
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Russ Powers ** Liberal/Libéral","Dundas, Ont.","Laboratory Technologist/Technologue de laboratoire",21656,34.51,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Gordon Guyatt N.D.P./N.P.D.","Dundas, Ont.","Physician/Médecin",13376,21.32,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","David Januczkowski Green Party/Parti Vert","Freelton, Ont.","Accountant/Comptable",2767,4.41,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Ben Cowie Independent/Indépendant","Hamilton, Ont.","Student/Étudiant",303,.48,,
"Ontario","Ancaster--Dundas--Flamborough--Westdale","Jamilé Ghaddar Marxist-Leninist/Marxiste-Léniniste","Hamilton, Ont.","Student/Étudiante",112,.18,,
"Ontario","Barrie","Patrick Brown Conservative/Conservateur","Barrie, Ont.","Lawyer/Avocat",23999,41.88,      1543,   2.7
"Ontario","Barrie","Aileen Carroll ** Liberal/Libéral","Barrie, Ont.","Parliamentarian/Parlementaire",22456,39.18,,
"Ontario","Barrie","Peter Bursztyn N.D.P./N.P.D.","Barrie, Ont.","Chemist/Professor/Chimiste-Professeur",6978,12.18,,
"Ontario","Barrie","Erich Jacoby-Hawkins Green Party/Parti Vert","Barrie, Ont.","Teacher/Enseignant",3875,6.76,,
"Ontario","Beaches--East York","Maria Minna ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",20678,40.39,      2778,   5.4
"Ontario","Beaches--East York","Marilyn Churley N.D.P./N.P.D.","Toronto, Ont.","Parliamentarian/Parlementaire",17900,34.96,,
"Ontario","Beaches--East York","Peter Conroy Conservative/Conservateur","Toronto, Ont.","Financial (Industry) Consultant/Consultant en finances (industrie)",9238,18.04,,
"Ontario","Beaches--East York","Jim Harris Green Party/Parti Vert","Toronto, Ont.","Management Consultant/Consultant en gestion",3106,6.07,,
"Ontario","Beaches--East York","Jim Love PC Party/Parti PC","Toronto, Ont.","Consultant, Management/Consultant, gestion",183,.36,,
"Ontario","Beaches--East York","Roger Carter Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Postal Worker/Employé des postes",91,.18,,
"Ontario","Bramalea--Gore--Malton","Gurbax S. Malhi ** Liberal/Libéral","Brampton, Ont.","Parliamentarian/Parlementaire",25348,50.68,      8981,  18.0
"Ontario","Bramalea--Gore--Malton","John Sprovieri Conservative/Conservateur","Brampton, Ont.","Regional Councillor/Conseiller régional",16367,32.73,,
"Ontario","Bramalea--Gore--Malton","Cesar Martello N.D.P./N.P.D.","Brampton, Ont.","Student/Étudiant",6343,12.68,,
"Ontario","Bramalea--Gore--Malton","Ernst Braendli Green Party/Parti Vert","Brampton, Ont.","Scientist/Scientifique",1721,3.44,,
"Ontario","Bramalea--Gore--Malton","Frank Chilelli Marxist-Leninist/Marxiste-Léniniste","Brampton, Ont.","Teacher/Enseignant",233,.47,,
"Ontario","Brampton--Springdale","Ruby Dhalla ** Liberal/Libéral","Mississauga, Ont.","Chiropractor/Chiropraticienne",22294,47.34,      7802,  16.6
"Ontario","Brampton--Springdale","Sam Hundal Conservative/Conservateur","Brampton, Ont.","Real Estate Agent/Agent immobilier",14492,30.77,,
"Ontario","Brampton--Springdale","Anna Mather N.D.P./N.P.D.","Brampton, Ont.","Student/Étudiante",8345,17.72,,
"Ontario","Brampton--Springdale","Ian Raymond Chiocchio Green Party/Parti Vert","Brampton, Ont.","Unemployed/Sans emploi",1853,3.93,,
"Ontario","Brampton--Springdale","Upali Jinadasa Wannaku Rallage Communist/Communiste","York, Ont.","Shipping Clerk/Commis à l'expédition",110,.23,,
"Ontario","Brampton West/Brampton-Ouest","Colleen Beaumier ** Liberal/Libéral","Brampton, Ont.","Parliamentarian/Parlementaire",27988,49.12,      7643,  13.4
"Ontario","Brampton West/Brampton-Ouest","Bal Gosal Conservative/Conservateur","Brampton, Ont.","Financial Advisor/Conseiller financier",20345,35.7,,
"Ontario","Brampton West/Brampton-Ouest","Jagtar Singh Shergill N.D.P./N.P.D.","Brampton, Ont.","Registered Insurance Broker/Courtier d'assurances inscrit",6310,11.07,,
"Ontario","Brampton West/Brampton-Ouest","Jaipaul Massey-Singh Green Party/Parti Vert","Brampton, Ont.","Freelance Writer/Rédacteur à la pige ",2340,4.11,,
"Ontario","Brant","Lloyd St. Amand ** Liberal/Libéral","Brantford, Ont.","Parliamentarian/Parlementaire",22077,36.95,       582,   1.0
"Ontario","Brant","Phil McColeman Conservative/Conservateur","Brantford, Ont.","Construction Project Manager/Gestionnaire de projets de construction",21495,35.97,,
"Ontario","Brant","Lynn Bowering N.D.P./N.P.D.","Brantford, Ont.","Professional Planner/Planificatrice professionnelle",12713,21.28,,
"Ontario","Brant","Adam King Green Party/Parti Vert","Brantford, Ont.","Student/Étudiant",2729,4.57,,
"Ontario","Brant","John H. Wubs Christian Heritage Party/Parti de l'Héritage Chrétien","Brantford, Ont.","Building Maintenance Technician/Technicien en entretien des bâtiments",526,.88,,
"Ontario","Brant","John C. Turmel Independent/Indépendant","Brantford, Ont.","Engineer/Ingénieur",213,.36,,
"Ontario","Bruce--Grey--Owen Sound","Larry Miller ** Conservative/Conservateur","Hepworth, Ont.","Farmer/Member of Parliament/Agriculteur-Député",25133,48.18,     10755,  20.6
"Ontario","Bruce--Grey--Owen Sound","Verona Jackson Liberal/Libéral","Owen Sound, Ont.","Retired Teacher/Enseignante retraitée",14378,27.56,,
"Ontario","Bruce--Grey--Owen Sound","Shane Jolley Green Party/Parti Vert","Owen Sound, Ont.","Proprietor/Propriétaire",6735,12.91,,
"Ontario","Bruce--Grey--Owen Sound","Jill McIllwraith N.D.P./N.P.D.","Markdale, Ont.","Registered Practical Nurse/Infirmière auxiliaire autorisée",5918,11.34,,
"Ontario","Burlington","Mike Wallace Conservative/Conservateur","Burlington, Ont.","Municipal Councillor/Conseiller municipal",28030,43.11,      2599,   4.0
"Ontario","Burlington","Paddy Torsney ** Liberal/Libéral","Burlington, Ont.","Parliamentarian/Parlementaire",25431,39.11,,
"Ontario","Burlington","David Laird N.D.P./N.P.D.","Burlington, Ont.","Child Protection Worker/Préposé à la protection de l'enfance",8090,12.44,,
"Ontario","Burlington","Rick Goldring Green Party/Parti Vert","Burlington, Ont.","Financial Advisor/Conseiller financier",3471,5.34,,
"Ontario","Cambridge","Gary Goodyear ** Conservative/Conservateur","Cambridge, Ont.","Parliamentarian/Parlementaire",25337,43.85,      5918,  10.2
"Ontario","Cambridge","Janko Peric Liberal/Libéral","Cambridge, Ont.","Welder/Soudeur",19419,33.61,,
"Ontario","Cambridge","Donna Reid N.D.P./N.P.D.","Cambridge, Ont.","Retired Teacher/Enseignante retraitée",9794,16.95,,
"Ontario","Cambridge","Gareth White Green Party/Parti Vert","Cambridge, Ont.","Professional Engineer/Ingénieur",3017,5.22,,
"Ontario","Cambridge","David M. Pelly Canadian Action/Action canadienne","Cambridge, Ont.","Truck Driver/Camionneur",217,.38,,
"Ontario","Carleton--Mississippi Mills","Gordon O'Connor ** Conservative/Conservateur","Kanata, Ont.","Parliamentarian/Parlementaire",39004,56.19,     22644,  32.6
"Ontario","Carleton--Mississippi Mills","Isabel Metcalfe Liberal/Libéral","Ottawa, Ont.","Businesswoman/Femme d'affaires",16360,23.57,,
"Ontario","Carleton--Mississippi Mills","Tasha Bridgen N.D.P./N.P.D.","Kanata, Ont.","Stay-at-home Mother/Mère au foyer",8677,12.5,,
"Ontario","Carleton--Mississippi Mills","Jake Cole Green Party/Parti Vert","Ottawa, Ont.","Professional Engineer/Ingénieur",4544,6.55,,
"Ontario","Carleton--Mississippi Mills","George Kolaczynski Marijuana Party/Parti Marijuana","Lanark, Ont.","Letter Carrier/Facteur",426,.61,,
"Ontario","Carleton--Mississippi Mills","Tracy Parsons PC Party/Parti PC","Bible Hill, N.S./N.-É.","Sales/Vente",408,.59,,
"Ontario","Chatham-Kent--Essex","Dave Van Kesteren Conservative/Conservateur","Chatham, Ont.","Car Dealership/Concessionnaire d'automobiles",20820,42.81,      5616,  11.5
"Ontario","Chatham-Kent--Essex","Jim Comiskey Liberal/Libéral","Chatham, Ont.","Retired Teacher/Enseignant retraité",15204,31.26,,
"Ontario","Chatham-Kent--Essex","Kathleen Kevany N.D.P./N.P.D.","Chatham, Ont.","University Director/Directrice d'université",10875,22.36,,
"Ontario","Chatham-Kent--Essex","Ken Bell Green Party/Parti Vert","Erieau, Ont.","Builder/Constructeur",1737,3.57,,
"Ontario","Davenport","Mario Silva ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",20172,51.87,      7491,  19.3
"Ontario","Davenport","Gord Perks N.D.P./N.P.D.","Toronto, Ont.","Community Worker/Travailleur communautaire",12681,32.61,,
"Ontario","Davenport","Theresa Rodrigues Conservative/Conservateur","Oakville, Ont.","Administrator/Administratrice",4202,10.8,,
"Ontario","Davenport","Mark O'Brien Green Party/Parti Vert","Toronto, Ont.","Teacher/Enseignant",1440,3.7,,
"Ontario","Davenport","Miguel Figueroa Communist/Communiste","Toronto, Ont.","Journalist/Journaliste",172,.44,,
"Ontario","Davenport","Wendy Forrest Canadian Action/Action canadienne","Toronto, Ont.","Real Estate Broker/Courtière en immeubles",122,.31,,
"Ontario","Davenport","Sarah Thompson Marxist-Leninist/Marxiste-Léniniste","Toronto, Ont.","Adult Educator/Éducatrice auprès des adultes",103,.26,,
"Ontario","Don Valley East/Don Valley-Est","Yasmin Ratansi ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",23441,54,     10780,  24.8
"Ontario","Don Valley East/Don Valley-Est","Eugene McDermott Conservative/Conservateur","Toronto, Ont.","Lawyer/Avocat",12661,29.16,,
"Ontario","Don Valley East/Don Valley-Est","Richard Alan Hennick N.D.P./N.P.D.","North York, Ont.","Sales Technician/Technicien aux ventes",5597,12.89,,
"Ontario","Don Valley East/Don Valley-Est","Wayne Clements Green Party/Parti Vert","Toronto, Ont.","Computer Specialist/Informaticien",1714,3.95,,
"Ontario","Don Valley West/Don Valley-Ouest","John Godfrey ** Liberal/Libéral","Ottawa, Ont.","Parliamentarian/Parlementaire",28709,53.36,     10801,  20.1
"Ontario","Don Valley West/Don Valley-Ouest","John Carmichael Conservative/Conservateur","Toronto, Ont.","Business Executive/Homme d'affaires",17908,33.29,,
"Ontario","Don Valley West/Don Valley-Ouest","David Thomas N.D.P./N.P.D.","North York, Ont.","Business/Affaires ",4902,9.11,,
"Ontario","Don Valley West/Don Valley-Ouest","Daphne So Green Party/Parti Vert","Toronto, Ont.","Student/Étudiante",1906,3.54,,
"Ontario","Don Valley West/Don Valley-Ouest","Soumen Deb Libertarian/Libertarien","Toronto, Ont.","Transportation Broker/Courtier en transports ",226,.42,,
"Ontario","Don Valley West/Don Valley-Ouest","Paul Barnes Canadian Action/Action canadienne","East York, Ont.","Electrical Supervisor/Superviseur de travaux d'électricité",151,.28,,
"Ontario","Dufferin--Caledon","David Tilson ** Conservative/Conservateur","Orangeville, Ont.","Parliamentarian/Parlementaire",23641,47.94,      8864,  18.0
"Ontario","Dufferin--Caledon","Garry Moore Liberal/Libéral","Bolton, Ont.","Manager/Gestionnaire",14777,29.97,,
"Ontario","Dufferin--Caledon","Chris Marquis N.D.P./N.P.D.","Kilbride, Ont.","University Student/Étudiant à l'université",5983,12.13,,
"Ontario","Dufferin--Caledon","Ted Alexander Green Party/Parti Vert","Caledon, Ont.","Computer Consultant/Consultant en informatique",4912,9.96,,
"Ontario","Durham","Bev Oda ** Conservative/Conservateur","Orono, Ont.","Broadcast Consultant/Experte-conseil en radiotélédiffusion",27087,47.02,      9797,  17.0
"Ontario","Durham","Doug Moffatt Liberal/Libéral","Uxbridge, Ont.","Retired/Retraité",17290,30.01,,
"Ontario","Durham","Bruce Rogers N.D.P./N.P.D.","Seagrave, Ont.","Retired Broadcaster/Diffuseur à la retraite",9946,17.26,,
"Ontario","Durham","Virginia Ervin Green Party/Parti Vert","Hampton, Ont.","Customer Care Advisor/Conseillère en service d'aide à la clientèle",2676,4.64,,
"Ontario","Durham","Henry Zekveld Christian Heritage Party/Parti de l'Héritage Chrétien","Bowmanville, Ont.","Farmer/Agriculteur",612,1.06,,
"Ontario","Eglinton--Lawrence","Joe Volpe ** Liberal/Libéral","Toronto, Ont.","Parliamentarian/Parlementaire",26044,52.89,     11147,  22.6
"Ontario","Eglinton--Lawrence","Peter Coy Conservative/Conservateur","Toronto, Ont.","Business Analyst/Analyste commercial",14897,30.25,,
"Ontario","Eglinton--Lawrence","Maurganne Mooney N.D.P./N.P.D.","Toronto, Ont.","Court Worker/Travailleuse auprès des tribunaux",5660,11.49,,
"Ontario","Eglinton--Lawrence","Patrick Metzger Green Party/Parti Vert","Toronto, Ont.","Writer/Producer/Scénariste-Réalisateur",2520,5.12,,
